P1_POS    |     P2_POS    |    BALL_X    |    BALL_Y    |    END_BYTE
207    |     124    |    299    |    115    |    00100011
207    |     129    |    302    |    117    |    00100011
207    |     134    |    305    |    119    |    00100011
207    |     139    |    308    |    121    |    00100011
207    |     144    |    311    |    123    |    00100011
207    |     149    |    314    |    125    |    00100011
207    |     154    |    317    |    127    |    00100011
207    |     159    |    320    |    129    |    00100011
207    |     164    |    323    |    131    |    00100011
207    |     169    |    326    |    133    |    00100011
207    |     174    |    329    |    135    |    00100011
207    |     179    |    332    |    137    |    00100011
207    |     184    |    335    |    139    |    00100011
207    |     184    |    338    |    141    |    00100011
207    |     184    |    341    |    143    |    00100011
207    |     184    |    344    |    145    |    00100011
207    |     184    |    347    |    147    |    00100011
207    |     184    |    350    |    149    |    00100011
207    |     184    |    353    |    151    |    00100011
207    |     184    |    356    |    153    |    00100011
207    |     184    |    359    |    155    |    00100011
207    |     184    |    362    |    157    |    00100011
207    |     184    |    365    |    159    |    00100011
207    |     184    |    368    |    161    |    00100011
207    |     184    |    371    |    163    |    00100011
207    |     184    |    374    |    165    |    00100011
207    |     184    |    377    |    167    |    00100011
207    |     184    |    380    |    169    |    00100011
207    |     184    |    383    |    171    |    00100011
207    |     184    |    386    |    173    |    00100011
207    |     184    |    389    |    175    |    00100011
207    |     184    |    392    |    177    |    00100011
207    |     184    |    395    |    179    |    00100011
207    |     184    |    398    |    181    |    00100011
207    |     184    |    401    |    183    |    00100011
207    |     184    |    404    |    185    |    00100011
207    |     184    |    407    |    187    |    00100011
207    |     184    |    410    |    189    |    00100011
207    |     184    |    413    |    191    |    00100011
207    |     189    |    416    |    193    |    00100011
207    |     194    |    419    |    195    |    00100011
207    |     199    |    422    |    197    |    00100011
207    |     204    |    425    |    199    |    00100011
207    |     207    |    428    |    201    |    00100011
207    |     207    |    431    |    203    |    00100011
207    |     207    |    434    |    205    |    00100011
207    |     207    |    437    |    207    |    00100011
207    |     207    |    440    |    209    |    00100011
207    |     207    |    443    |    211    |    00100011
207    |     207    |    446    |    213    |    00100011
207    |     207    |    449    |    215    |    00100011
207    |     207    |    452    |    217    |    00100011
207    |     207    |    455    |    219    |    00100011
207    |     207    |    458    |    221    |    00100011
207    |     207    |    461    |    223    |    00100011
207    |     207    |    464    |    225    |    00100011
207    |     207    |    467    |    227    |    00100011
207    |     207    |    470    |    229    |    00100011
207    |     207    |    473    |    229    |    00100011
207    |     207    |    476    |    227    |    00100011
207    |     207    |    479    |    225    |    00100011
207    |     207    |    482    |    223    |    00100011
207    |     202    |    485    |    221    |    00100011
207    |     197    |    488    |    219    |    00100011
207    |     192    |    491    |    217    |    00100011
207    |     187    |    494    |    215    |    00100011
207    |     182    |    497    |    213    |    00100011
207    |     177    |    500    |    211    |    00100011
207    |     172    |    503    |    209    |    00100011
207    |     167    |    256    |    128    |    10101011
